GPO,IDN,FA #,FA Name,Franchise,Product Line,Manufacturer,Item #,Item Description,Month,Quarter,Year,Usage,Collected,Accepted,DNR,Available,Purchased,Cancelled
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B12XT,Endopath XCEL bladeless long,August,Q3,2019,0,10,10,0,30,0,30
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B5LT,Xcel Bladeless Trocar,August,Q3,2019,0,29,25,0,60,18,42
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,B5ST,Xcel Bladeless Trocar,August,Q3,2019,0,9,9,0,6,0,6
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB12LT,Xcel Trocar Sleeve,August,Q3,2019,0,3,3,0,6,0,6
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,CB5LT,Xcel Trocar Sleeve,August,Q3,2019,0,45,29,0,96,18,78
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Endoscopic Trocars,Ethicon Endo-Surgery Inc.,H12LP,Xcel Blunt Tip Trocar,August,Q3,2019,0,1,1,0,6,0,6
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Scissor Tips,Snowden-Pencer,89-5100,Switch Blade Curved,August,Q3,2019,0,1,1,0,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Stryker,5921-024-235,Color Cuff,August,Q3,2019,0,1,1,0,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Stryker,5921-034-235,Color Cuff,August,Q3,2019,0,19,15,0,20,20,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Stryker,5921-044-235,Color Cuff,August,Q3,2019,0,2,1,0,10,0,10
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Tourniquet Cuffs,Stryker,5921-218-235,Color Cuff,August,Q3,2019,0,7,3,0,0,0,0
HPG,RCCH HealthCare Partners,196638,Community Medical Center,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR9F,HARMONIC FOCUS Shears,August,Q3,2019,0,0,0,0,6,0,6
Vizient,0,189511,Kalispell Regional Medical Center,NON,Compression Device - Pairs,Aircast Incorporated,3042,Venaflow Elite XL Calf Cuff,August,Q3,2019,0,0,0,0,10,0,10
Vizient,0,189511,Kalispell Regional Medical Center,NON,Compression Device - Pairs,Aircast Incorporated,3050,Venaflow Elite Foam Calf Cuff,August,Q3,2019,0,294,294,0,640,0,640
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Masimo Corporation,1859,Adult O2 Transducer,August,Q3,2019,0,31,29,0,0,40,-40
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Masimo Corporation,1860,Pediatric O2 Transducer,August,Q3,2019,0,7,7,0,0,60,-60
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Masimo Corporation,1862,Adult O2 Transducer,August,Q3,2019,0,4,4,0,0,0,0
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Masimo Corporation,2320,Adult O2 Transducer,August,Q3,2019,0,1,1,0,0,0,0
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Masimo Corporation,2328,Infant O2 Transducer,August,Q3,2019,0,1,1,0,20,0,20
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Masimo Corporation,2329,Adult O2 Transducer,August,Q3,2019,0,267,262,0,260,640,-380
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,D-25,Pulse Oximeter Sensor,August,Q3,2019,0,0,0,0,24,0,24
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-A,Adult Pulse Oximeter Sensor,August,Q3,2019,0,1,1,0,0,0,0
Vizient,0,189511,Kalispell Regional Medical Center,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-N,Neonatal Pulse Oximeter,August,Q3,2019,0,59,47,0,24,96,-72
Vizient,0,189511,Kalispell Regional Medical Center,SUR,Arthroscopic Shavers / Burs,Stryker,375-545-000,Formula Tomcat Cutter,August,Q3,2019,0,1,1,0,5,0,5
Vizient,0,189511,Kalispell Regional Medical Center,SUR,Burrs / Bits / Blades,Stryker,4125-127-090,Dual Cut Sagittal,August,Q3,2019,0,1,1,0,0,0,0
Vizient,0,189511,Kalispell Regional Medical Center,SUR,Burrs / Bits / Blades,Stryker,6118-127-90,Saw Blade,August,Q3,2019,0,8,5,0,0,0,0
Vizient,0,189511,Kalispell Regional Medical Center,SUR,Endoscopic Trocars,Covidien,ONB5SHF,VersaOne optical bladeless,August,Q3,2019,0,0,0,0,6,0,6
Vizient,0,189511,Kalispell Regional Medical Center,SUR,Endoscopic Trocars,Covidien,VS100712P,VersaStep Plus Short,August,Q3,2019,0,0,0,0,3,0,3
Vizient,0,189511,Kalispell Regional Medical Center,SUR,Endoscopic Trocars,Covidien,VS101005-NS,Versastep Cannula and Dilator,August,Q3,2019,0,4,4,0,9,0,9
Vizient,0,189511,Kalispell Regional Medical Center,SUR,Endoscopic Trocars,Covidien,VS101012P,VersaStep Plus bladeless w/o,August,Q3,2019,0,4,4,0,9,6,3
Vizient,0,189511,Kalispell Regional Medical Center,SUR,Ligasures,Covidien,LF1737,LigaSure Maryland Jaw,August,Q3,2019,0,1,0,0,12,0,12
Vizient,0,189511,Kalispell Regional Medical Center,SUR,Ligasures,Covidien,LF1837,LigaSure Blunt Tip,August,Q3,2019,0,4,4,0,0,0,0
Vizient,0,189511,Kalispell Regional Medical Center,SUR,Ligasures,Covidien,LF4418,LigaSure Impact without,August,Q3,2019,0,2,2,0,12,0,12
Vizient,0,189511,Kalispell Regional Medical Center,SUR,Suture Passers,CooperSurgical/Inlet Medical Inc.,CTI-512N,CloseSure Procedure Kit,August,Q3,2019,0,1,1,0,5,0,5
Vizient,0,189511,Kalispell Regional Medical Center,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR9F,HARMONIC FOCUS Shears,August,Q3,2019,0,1,1,0,12,0,12
Vizient,0,196341,Marcus Daly Memorial Hospital,NON,Compression Accessories Restep,Stryker Sustainability Solutions - Tempe,PUMPKIT,Restep Pump Kit,August,Q3,2019,0,0,0,0,0,2,-2
Vizient,0,196341,Marcus Daly Memorial Hospital,NON,Compression Accessories Restep,Stryker Sustainability Solutions - Tempe,RSP166,Restep Bed Bracket,August,Q3,2019,0,0,0,0,0,2,-2
Vizient,0,196341,Marcus Daly Memorial Hospital,NON,Compression Devices - Restep,Stryker Sustainability Solutions - Tempe,RCG10,Restep Calf Garment (1 Pair),August,Q3,2019,0,66,66,0,0,80,-80
Vizient,0,196341,Marcus Daly Memorial Hospital,NON,Compression Devices - Restep,Stryker Sustainability Solutions - Tempe,RTG30,Restep Thigh Garment (1 Pair),August,Q3,2019,0,20,20,0,0,20,-20
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-534-000,Formula Aggressive Plus Cutter,August,Q3,2019,0,1,1,0,0,0,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-544-000,Formula Aggressive Plus Cutter,August,Q3,2019,0,1,1,0,0,0,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-941-000,Formula Barrel Bur,August,Q3,2019,0,1,0,0,0,0,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Laparoscopic,Ethicon Endo-Surgery Inc.,5BB,Endopath Babcock,August,Q3,2019,0,24,24,0,0,18,-18
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Laparoscopic,Ethicon Endo-Surgery Inc.,5DCS,Endopath Curved Scissors,August,Q3,2019,0,13,0,0,0,12,-12
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Tourniquet Cuffs,Stryker,5921-024-135,Color Cuff,August,Q3,2019,0,2,2,0,0,0,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Tourniquet Cuffs,Stryker,5921-030-135,Color Cuff,August,Q3,2019,0,7,6,0,0,0,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Tourniquet Cuffs,Stryker,5921-034-135,Color Cuff,August,Q3,2019,0,2,1,0,0,0,0
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Tourniquet Cuffs,Stryker,5921-218-135,Color Cuff,August,Q3,2019,0,17,15,0,0,10,-10
Vizient,0,196341,Marcus Daly Memorial Hospital,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HARH36,Harmonic ACE +7 Shears,August,Q3,2019,0,4,0,0,0,0,0
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Compression Device - Pairs,Kendall,9529,SCD Express Compression Sleeve,August,Q3,2019,0,0,0,0,0,230,-230
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Masimo Corporation,1859,Adult O2 Transducer,August,Q3,2019,0,0,0,0,0,140,-140
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Masimo Corporation,2329,Adult O2 Transducer,August,Q3,2019,0,0,0,0,0,20,-20
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-A,Adult Pulse Oximeter Sensor,August,Q3,2019,0,0,0,0,0,168,-168
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-I,Infant Pulse Oximeter Sensor,August,Q3,2019,0,0,0,0,0,48,-48
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-N,Neonatal Pulse Oximeter,August,Q3,2019,0,0,0,0,0,48,-48
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-P,Pediatric Pulse Oximeter,August,Q3,2019,0,0,0,0,0,48,-48
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Tourniquet Cuffs,Zimmer,60-7070-153,Tourniquet Cuff with Sleeve,August,Q3,2019,0,0,0,0,0,20,-20
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Tourniquet Cuffs,Zimmer,60-7070-156,Tourniquet Cuff with Sleeve,August,Q3,2019,0,0,0,0,0,40,-40
Vizient,0,276819,The HealthCenter,NON,Compression Device - Pairs,Aircast Incorporated,3040,Venaflow Elite Calf Cuff,August,Q3,2019,0,0,0,0,20,0,20
Vizient,0,276819,The HealthCenter,NON,Compression Device - Pairs,Aircast Incorporated,3042,Venaflow Elite XL Calf Cuff,August,Q3,2019,0,16.5,16,0,40,0,40
Vizient,0,276819,The HealthCenter,NON,Compression Device - Pairs,Aircast Incorporated,3050,Venaflow Elite Foam Calf Cuff,August,Q3,2019,0,141,141,0,200,0,200
Vizient,0,276819,The HealthCenter,NON,Compression Device - Pairs,Huntleigh Health Care,DVT-20,Calf Garment - One Pair,August,Q3,2019,0,1,1,0,0,0,0
Vizient,0,276819,The HealthCenter,NON,Pulse Oximeters,Masimo Corporation,1860,Pediatric O2 Transducer,August,Q3,2019,0,7,7,0,0,0,0
Vizient,0,276819,The HealthCenter,NON,Pulse Oximeters,Masimo Corporation,2329,Adult O2 Transducer,August,Q3,2019,0,9,8,0,40,0,40
Vizient,0,276819,The HealthCenter,SUR,Burrs / Bits / Blades,Stryker,4125-127-090,Dual Cut Sagittal,August,Q3,2019,0,3,0,0,0,0,0
Vizient,0,276819,The HealthCenter,SUR,Burrs / Bits / Blades,Stryker,6125-119-90,System 6 Saw Blade,August,Q3,2019,0,1,0,0,0,0,0
Vizient,0,276819,The HealthCenter,SUR,Burrs / Bits / Blades,Stryker Trauma,6113-89-90,Saw Blade,August,Q3,2019,0,1,0,0,0,0,0
Vizient,0,276819,The HealthCenter,SUR,Burrs / Bits / Blades,Synthes,310.25,Drill Bit QC,August,Q3,2019,0,2,2,0,0,0,0
Vizient,0,276819,The HealthCenter,SUR,Tourniquet Cuffs,Stryker,5921-018-235,Color Cuff,August,Q3,2019,0,20,19,0,20,0,20
Vizient,0,276819,The HealthCenter,SUR,Tourniquet Cuffs,Stryker,5921-024-235,Color Cuff,August,Q3,2019,0,4,2,0,0,10,-10
Vizient,0,276819,The HealthCenter,SUR,Tourniquet Cuffs,Stryker,5921-030-235,Color Cuff,August,Q3,2019,0,22,16,0,20,20,0
Vizient,0,276819,The HealthCenter,SUR,Tourniquet Cuffs,Stryker,5921-034-235,Color Cuff,August,Q3,2019,0,6,2,0,0,10,-10
Vizient,0,276819,The HealthCenter,SUR,Tourniquet Cuffs,Stryker,5921-044-235,Color Cuff,August,Q3,2019,0,1,1,0,10,0,10
Vizient,0,276819,The HealthCenter,SUR,Tourniquet Cuffs,Stryker,5921-212-235,Color Cuff,August,Q3,2019,0,1,1,0,10,0,10
Vizient,0,276819,The HealthCenter,SUR,Tourniquet Cuffs,Stryker,5921-218-235,Color Cuff,August,Q3,2019,0,4,3,0,0,30,-30
Vizient,0,276819,The HealthCenter,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR9F,HARMONIC FOCUS Shears,August,Q3,2019,0,0,0,0,6,0,6
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Compression Device - Pairs,Kendall,9529,SCD Express Compression Sleeve,August,Q3,2019,0,431.5,395.5,0,930,0,930
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Compression Device - Pairs,Kendall,9789,SCD Express Compression Sleeve,August,Q3,2019,0,22,22,0,35,0,35
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Masimo Corporation,1859,Adult O2 Transducer,August,Q3,2019,0,395,385,0,380,0,380
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Masimo Corporation,1860,Pediatric O2 Transducer,August,Q3,2019,0,9,8,0,0,0,0
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Masimo Corporation,2328,Infant O2 Transducer,August,Q3,2019,0,20,20,0,40,0,40
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Masimo Corporation,2329,Adult O2 Transducer,August,Q3,2019,0,31,31,0,100,0,100
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-A,Adult Pulse Oximeter Sensor,August,Q3,2019,0,177,172,0,144,0,144
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-I,Infant Pulse Oximeter Sensor,August,Q3,2019,0,57,57,0,120,0,120
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-N,Neonatal Pulse Oximeter,August,Q3,2019,0,75,71,0,24,0,24
Vizient,0,197536,Bozeman Deaconess Hospital,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-P,Pediatric Pulse Oximeter,August,Q3,2019,0,72,71,0,120,0,120
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Arthro Retriever/Passer,Arthrex,AR-4068-25TR,SutureLasso SD 25 deg tight,August,Q3,2019,0,2,2,0,0,0,0
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Arthroscopic Shavers / Burs,Stryker,375-565-000,Formula Tomcat Cutter,August,Q3,2019,0,1,1,0,5,0,5
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Burrs / Bits / Blades,Synthes,310.31,Drill Bit QC,August,Q3,2019,0,1,1,0,0,0,0
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Burrs / Bits / Blades,Synthes,310.44,Drill Bit QC,August,Q3,2019,0,1,1,0,0,0,0
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Endoscopic Trocars,Covidien,VS101005-NS,Versastep Cannula and Dilator,August,Q3,2019,0,8,8,8,0,0,0
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Expired/Unused,Arthrocare,EICA8872-01,Procise XP Wand,August,Q3,2019,0,1,1,0,0,0,0
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Expired/Unused,Smith & Nephew,EICA4835-01,Reflex ULTRA PTR Wand,August,Q3,2019,0,1,1,0,0,0,0
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Laparoscopic,Auto SutureCo.,176643,Endo Shears,August,Q3,2019,0,7,7,0,6,0,6
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Ligasures,Covidien,LF1637,LigaSure Blunt Tip,August,Q3,2019,0,1,0,0,0,0,0
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Ligasures,Covidien,LF1737,LigaSure Maryland Jaw,August,Q3,2019,0,0,0,0,6,0,6
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Ligasures,Covidien,LF1837,LigaSure Blunt Tip,August,Q3,2019,0,23,23,0,12,0,12
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Ligasures,Covidien,LF4318,LigaSure Impact,August,Q3,2019,0,1,0,0,0,0,0
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Ligasures,Covidien,LF4418,LigaSure Impact without,August,Q3,2019,0,10,3,0,36,0,36
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Soft Tissue Ablators - Arthro,Smith & Nephew,ASC4730-01,MultiVac 50 SL w/Integrated,August,Q3,2019,0,2,2,0,0,0,0
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Tourniquet Cuffs,Zimmer,60-7070-153,Tourniquet Cuff with Sleeve,August,Q3,2019,0,18,16,0,20,0,20
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Tourniquet Cuffs,Zimmer,60-7070-154,Tourniquet Cuff with Sleeve,August,Q3,2019,0,4,4,0,10,0,10
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Tourniquet Cuffs,Zimmer,60-7070-156,Tourniquet Cuff with Sleeve,August,Q3,2019,0,28,22,0,30,0,30
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Tourniquet Cuffs,Zimmer,60-7070-157,Tourniquet Cuff with Sleeve,August,Q3,2019,0,1,1,0,0,0,0
Vizient,0,197536,Bozeman Deaconess Hospital,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR9F,HARMONIC FOCUS Shears,August,Q3,2019,0,3,1,0,6,0,6
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,NON,HoverMatt,HoverTech International,HM34SPU-B,HoverMatt,August,Q3,2019,0,15,15,0,20,10,10
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,NON,HoverMatt,HoverTech International,HM39SPU-B,HoverMatt,August,Q3,2019,0,7,7,0,10,10,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,NON,Pulse Oximeters,Masimo Corporation,1859,Adult O2 Transducer,August,Q3,2019,0,210,194,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,NON,Pulse Oximeters,Masimo Corporation,1860,Pediatric O2 Transducer,August,Q3,2019,0,31,31,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,NON,Pulse Oximeters,Masimo Corporation,1861,Infant O2 Transducer,August,Q3,2019,0,31,31,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,NON,Pulse Oximeters,Masimo Corporation,2320,Adult O2 Transducer,August,Q3,2019,0,15,15,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,NON,Pulse Oximeters,Masimo Corporation,2328,Infant O2 Transducer,August,Q3,2019,0,152,152,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,NON,Pulse Oximeters,Masimo Corporation,2329,Adult O2 Transducer,August,Q3,2019,0,5,5,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,NON,Pulse Oximeters,Nellcor Puritan Bennett Inc.,MAX-A,Adult Pulse Oximeter Sensor,August,Q3,2019,0,1,1,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Burrs / Bits / Blades,Stryker,2108-102,Sagittal Saw Blade,August,Q3,2019,0,1,1,0,2,2,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Burrs / Bits / Blades,Synthes,310.25,Drill Bit QC,August,Q3,2019,0,1,1,0,3,0,3
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Burrs / Bits / Blades,Synthes,310.35,Drill Bit QC,August,Q3,2019,0,1,1,0,2,0,2
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,ONB12LGF,VersaOne optical bladeless,August,Q3,2019,0,4,4,0,12,0,12
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,ONB12STF,VersaOne optical bladeless,August,Q3,2019,0,20,20,0,18,0,18
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,ONB5STF,VersaOne optical bladeless,August,Q3,2019,0,23,23,0,30,0,30
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,UNVCA12STF,VersaOne universal cannula,August,Q3,2019,0,1,1,0,12,0,12
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,UNVCA5STF,VersaOne universal cannula,August,Q3,2019,0,21,21,0,36,0,36
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,VS100712P,VersaStep Plus Short,August,Q3,2019,0,0,0,0,6,0,6
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,VS101005-NS,Versastep Cannula and Dilator,August,Q3,2019,0,124,124,124,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,VS101011P,VersaStep Plus bladeless w/o,August,Q3,2019,0,46,46,0,66,0,66
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,VS101012P,VersaStep Plus bladeless w/o,August,Q3,2019,0,19,19,0,30,0,30
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Endoscopic Trocars,Covidien,VS101512P,VersaStep Plus bladeless w/o,August,Q3,2019,0,2,2,0,9,0,9
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Ligasures,Covidien,LF1737,LigaSure Maryland Jaw,August,Q3,2019,0,0,0,0,6,0,6
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Ligasures,Covidien,LF1837,LigaSure Blunt Tip,August,Q3,2019,0,6,5,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Ligasures,Covidien,LF4418,LigaSure Impact without,August,Q3,2019,0,1,1,0,6,0,6
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Tourniquet Cuffs,Stryker,5921-024-235,Color Cuff,August,Q3,2019,0,5,4,0,0,10,-10
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Tourniquet Cuffs,Stryker,5921-030-235,Color Cuff,August,Q3,2019,0,10,8,0,10,20,-10
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Tourniquet Cuffs,Stryker,5921-034-235,Color Cuff,August,Q3,2019,0,17,12,0,20,20,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Tourniquet Cuffs,Stryker,5921-044-235,Color Cuff,August,Q3,2019,0,2,1,0,20,0,20
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Tourniquet Cuffs,Stryker,5921-212-235,Color Cuff,August,Q3,2019,0,2,2,0,10,0,10
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Tourniquet Cuffs,Stryker,5921-218-235,Color Cuff,August,Q3,2019,0,26,20,0,20,0,20
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,SUR,Ultrasonic Scalpels,Ethicon Endo-Surgery Inc.,HAR9F,HARMONIC FOCUS Shears,August,Q3,2019,0,3,0,0,6,0,6
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,CB3412CT,Reuseable Carto 3 Cable,August,Q3,2019,0,22,20,0,32,14,18
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,CR3425CT,Reusable Carto Ablation Cable,August,Q3,2019,0,1,1,0,0,0,0
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,CR3434CT,Reusable Carto Ablation Cable,August,Q3,2019,0,10,10,0,4,2,2
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,CY1212CT,Reuseable Carto 3 Cable,August,Q3,2019,0,14,14,0,12,10,2
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D134401,BW CARTO 3 System eco,August,Q3,2019,0,4,4,0,4,2,2
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D135304,CS Uni-Directional w Auto ID,August,Q3,2019,0,10,10,0,14,10,4
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D6DR005CT,BW Steerable with Auto ID,August,Q3,2019,0,7,7,0,8,6,2
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,D7R-20-P14-RT,BW Ismus Cath Steerable,August,Q3,2019,0,2,2,0,1,0,1
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Biosense Webster,F6QA005CT,BW Fixed Curve with Auto ID,August,Q3,2019,0,12,11,0,9,11,-2
Vizient,Benefis Healthcare,197876,Benefis Healthcare East Camp,VAS,EP Catheters & Cables,Medtronic,2ACHC,Achieve Cable,August,Q3,2019,0,2,2,0,4,1,3
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-542-000,Formula Resector Cutter,August,Q3,2019,0,6,3,0,15,0,15
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-544-000,Formula Aggressive Plus Cutter,August,Q3,2019,0,4,2,0,10,10,0
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-545-000,Formula Tomcat Cutter,August,Q3,2019,0,15,2,0,30,10,20
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-564-000,Formula Aggressive Plus Cutter,August,Q3,2019,0,3,1,0,10,0,10
Vizient,Benefis Healthcare,204177,Benefis Orthopedic Center of Montana,SUR,Arthroscopic Shavers / Burs,Stryker,375-941-000,Formula Barrel Bur,August,Q3,2019,0,9,4,0,20,15,5
